gram_0,gram_1
left,foot
signal,hit
let,know
light,biggest
seen,let
found,inside
us,another
pleasant,man
years,around
two,years
take,delay
kind,word
hair,pretty
gon,na
ever,wanted
knights,painted
time,saw
anyone,looked
mine,great
lord,casterly
looking,even
rough,men
us,get
work,first
trying,get
dead,man
evil,notions
meetings,small
matters,require
instead,small
otherwise,spend
stairs,tower
whole,world
bed,slaves
us,man
army,killed
bring,closer
reasons,take
razdal,mo
easy,conquest
blood,shall
committed,savageries
yunkai,sent
conduct,affairs
woman,child
take,great
mines,outside
across,narrow
home,somewhere
one,true
traveling,tomorrow
edmure,tully
father,force
lord,tywin
stark,sorry
everyone,always
thought,loved
three,times
great,keep
see,blood
see,blood
swoon,jon
pretty,silk
day,take
brave,one
six,times
wall,attacked
gets,sit
three,eyed
find,raven
back,castle
happened,gods
raven,cold
get,castle
disease,understand
brienne,father
bird,flew
gold,dragons
tell,man
bear,maiden
brown,covered
girl,summer
bear,maiden
shameful,fucking
thing,matters
gold,ever
charged,bringing
lannister,gets
ec14bd,sync
fist,first
train,bed
must,make
take,great
ec14bd,sync
beat,little
landing,joffrey
love,much
one,frey
gold,neither
kill,well
braavosi,named
prefer,fight
titan,bastard
gold,afford
pleasure,house
come,sit
sons,may
many,men
new,ways
man,better
odds,favor
faced,worse
faced,worse
pay,much
need,another
flagon,help
kill,one
bath,find
say,seen
one,drunken
king,throne
raise,hand
lying,awake
fathers,made
unsullied,stand
whore,like
men,two
woman,wants
man,wants
000,unsullied
slips,camp
escort,lady
song,rains
house,reyne
wealthiest,family
climbers,want
one,heart
encounter,real
one,bowl
called,bowls
every,bite
mother,lord
become,sister
talk,bride
lust,filled
mean,threaten
quite,drunk
someone,get
year,learn
either,learn
devise,perfect
man,murders
fancy,purpose
ec14bd,sync
every,day
ravens,black
till,get
find,raven
get,castle
lord,frey
lord,edmure
one,frey
us,another
take,delay
ec14bd,sync
die,way
one,broke
room,hall
visit,yunkai
sneak,army
streets,know
city,fall
grey,worm
people,think
reign,king
looked,upon
salt,pork
things,little
boys,old
said,turn
man,eight
man,eight
better,way
one,horses
send,men
believe,hog
gon,na
worse,fear
hide,behind
scared,little
juicy,mutton
payne,snipped
na,put
700,feet
rowed,past
us,two
strong,enough
fortresses,give
gates,sealed
back,first
let,slaves
summer,mind
black,already
got,already
head,last
going,beyond
find,last
big,castles
byes,little
let,choose
weight,silver
roslin,frey
right,lord
broke,man
ceremony,real
say,son
little,ned
around,get
queen,wedding
home,winterfell
one,oath
son,would
let,robb
ec14bd,sync
shall,show
threw,spears
taking,king
head,last
00ff00,♪
font,color
sarsfield,lord
sarsfield,lord
traitor,ned
sarsfield,lord
lord,varys
desmond,crakehall
shift,lord
meeting,small
fine,fat
pair,wolf
sansa,wedding
sansa,aunt
sansa,wedding
perhaps,essence
powerful,man
crown,gives
000,men
song,dead
named,warden
another,get
one,easy
family,first
utter,devotion
liked,horrible
cook,giant
cursed,rat
frey,old
trident,time
wedding,night
marry,young
jon,arryn
boy,seized
offered,amnesty
theon,knew
itch,foot
think,naked
throw,stones
theon,greyjoy
enough,know
south,side
walkers,army
lord,iron
20,ironborn
son,roose
fastest,ship
50,best
long,time
white,walker
highborn,asks
ways,get
row,right
flea,bottom
around,man
ago,helped
stepped,front
life,son
carrying,much
one,people
country,better
love,bought
home,somewhere
wine,merchant
late,blooming
saying,something
things,better
window,red
terrible,ones
quite,long
shut,right
much,say
getting,wolf
000,men
heavy,fell
going,something
joins,night
miles,ice
high,keep
see,skull
dungeons,whole
balerion,definitely
rylene,got
dropped,leech
got,far
stark,died
carved,painted
targaryen,conquered
killed,robb
closer,iron
requires,great
bastard,boy
day,night
coast,left
bottom,bowl
rightful,king
unnamed,hand
party,north
kings,means
lies,north
lord,lord
god,like
font,color
us,one
help,ser
luck,kill
unite,19
go,father
sansa,stark
marry,ser
mare,—
wrong,leg
choice,—
castamere,»
ec14bd,sync
valyrian,steel
family,long
knows,use
city,alone
another,sacred
honor,comes
man,family
take,fuck
come,sent
baby,talons
red,sun
joffrey,welcomes
king,hand
forces,remain
delighted,enjoy
prince,oberyn
single,dornishman
two,weeks
sleep,getting
fingers,—
♪,—
—,lord
♪,—
♪,—
—,one
—,yes
—,soul
arrange,private
goat,bottle
make,better
option,close
friend,starts
might,—
may,word
lannister,brothel
fellow,second
used,family
landing,prince
capital,many
wet,nurse
hearing,gregor
ones,pay
side,road
ser,jorah
rear,guard
night,staring
essence,nightshade
head,onto
good,man
father,murdered
wants,murder
let,old
smelled,dead
started,brawl
tragic,hunting
siege,expect
means,live
prisoner,plotted
scratching,balls
wall,full
said,1
shaft,rabbit
walking,cause
—,find
ham,blood
next,time
get,man
would,boiled
ranger,lay
manned,headless
brothel,sleeping
marches,wall
watch,king
south,wall
castle,black
would,greatest
today,jon
man,telling
jewelers,king
1,000
dead,sparrow
lady,avenge
one,guard
guard,lady
book,brothers
knight,single
write,great
grace,master
000,slaves
walk,back
walk,without
tea,eases
mile,marker
men,ride
girls,mother
returned,every
living,fool
fat,drunks
one,moment
wants,away
na,put
value,got
killing,empty
took,us
sword,put
laughing,—
pour,us
time,putting
like,carpenter
got,something
know,make
dog,tucked
eat,every
ec14bd,sync
landing,prince
sister,father
way,find
anymore,get
find,raven
bringing,melisandre
son,wicked
staying,king
lannister,40
boy,seized
ff0000,sync
ramsay,—
tansy,woman
tansy,tansy
become,bit
—,dogs
new,hand
away,brother
enough,since
father,used
discovers,fight
keep,mouth
seen,valyrian
sword,since
attacking,man
right,hand
let,get
see,horses
1,000
hold,moat
balon,greyjoy
let,stand
—,sorry
crisped,one
give,1
men,ride
welcome,exclusive
father,sister
sea,could
hang,next
father,make
present,wedding
four,kings
aegon,unworthy
valyrian,steel
2,terminus
4,wolfsbane
use,like
lion,—
harbor,bound
sea,house
great,deal
right,—
melisandre,—
lord,light
lord,light
many,things
shot,two
anything,good
true,hunger
fear,child
lord,light
melisandre,could
sweet,girl
seven,pointed
—,breathing
food,wolf
time,summer
saw,us
margaery,house
one,flesh
money,sort
enjoying,something
golden,roses
bank,due
let,us
playing,—
till,feels
killing,man
reasons,fear
last,pair
afford,bring
—,coat
—,coat
—,lion
—,mine
clatter,—
like,say
bringing,recent
—,music
put,child
sword,renly
put,end
safely,king
flit,one
lord,lady
young,lady
citadel,repugnant
fingers,girl
sent,black
draw,presence
whoever,knocks
many,years
know,prince
brother,attend
frown,upon
murder,women
former,queen
joffrey,—
way,thank
combat,enough
keep,remains
true,king
king,lose
toast,without
change,wet
lady,sansa
ff0000,sync
—,coat
—,coat
—,lion
—,mine
—,sharp
—,long
—,spoke
—,lord
—,rains
—,weep
—,one
—,yes
—,weep
—,soul
safely,softly
someone,thinks
gold,cloaks
punish,girl
man,silence
joffrey,done
make,stop
body,died
lump,sat
preferred,company
single,important
six,year
could,work
small,council
whoring,hunting
winning,ruling
wealth,fertile
king,listens
queen,moment
think,safe
freedom,given
love,hateful
map,shop
passage,across
braavos,one
rabbit,stew
father,judge
give,us
protect,sally
finish,work
guide,us
committed,sacrilege
mean,much
hoster,tully
bad,years
plundering,steal
send,sally
could,really
till,new
man,help
looking,easy
bet,run
got,behead
copper,tonight
lying,awake
tossed,leech
night,progress
east,ships
skilled,soldiers
blood,magic
visions,prophecies
someone,else
much,leisure
see,word
well,move
beheaded,first
difference,pirates
iron,bank
barges,worth
concerned,kind
one,true
back,visit
protect,castle
half,world
soft,back
fucked,fill
responsible,sins
blue,eyed
rather,well
grandson,dies
commit,kinds
much,thinks
serve,second
tyrells,sided
tyrell,girl
son,trial
sit,small
new,king
respect,dorne
dorne,returns
girl,three
justice,king
fool,king
father,tells
take,advantage
list,names
kill,joffrey
king,wanted
makes,seem
much,easier
cutthroat,close
ser,podrick
bought,poison
head,already
says,time
boils,potato
crows,castle
teach,lesson
dozen,bodies
would,good
people,lord
everyone,1
knife,craster
1,000
know,truth
crush,us
one,us
men,without
city,intend
combats,man
ec14bd,sync
easy,subtitles
music,playing
ff0000,sync
us,away
day,return
great,masters
grace,may
like,good
mad,king
pretty,want
little,twat
tell,came
ride,day
bloody,country
gave,irrefutable
whomever,finds
disappeared,night
creaking,—
trust,kill
necklace,dontos
man,one
new,friends
friendship,grow
marry,grandfather
way,back
luthor,never
cause,boy
fight,weapon
rabbits,one
chamber,pot
take,care
partridge,hungry
posted,outside
believe–,—
guarding,future
great,cow
capital,right
murderous,little
men,tommen
meet,wedding
know,one
meows,—
front,high
ser,jaime
kingsguard,16th
commander,fill
ned,stark
return,stark
find,sansa
wildlings,south
villages,mole
black,could
orders,rode
going,beyond
getting,strength
convinced,come
pulled,sledge
find,shelter
sheltered,place
wall,craster
mutineers,holed
army,bearing
come,north
need,men
—,hear
gutter,soak
paid,kill
name,man
put,wolf
slaps,little
folks,north
fuck,wrong
na,another
ff0000,sync
ff0000,sync
sense,time
kingdoms,protector
kingdoms,protector
tells,different
usurp,throne
kingdoms,dearly
gives,claim
sea,books
«,usurper
men,remain
afloat,ser
000,men
seem,unlikely
us,honor
one,place
money,sunk
davos,—
lannister,—
queen,whose
man,best
leader,left
sees,pirate
red,shirt
brings,red
leads,men
pirate,ships
like,scared
red,shirt
call,red
see,bleed
»,—
«,bring
met,pirate
die,poor
stuff,left
give,full
stained,rocks
islander,still
20,ironborn
son,roose
hurt,prince
loudly,—
ringing,—
clanging,—
barking,—
got,bigger
—,yes
take,castle
victory,slave
—,bring
value,three
oldest,proudest
one,crime
see,traditions
order,men
noble,meereenese
right,proper
peace,next
hizdahr,zo
hound,slaughtered
«,fuck
take,make
try,luck
stags,seems
army,unsullied
child,halfway
seasoned,warriors
find,way
would,find
say,never
free,pursue
lannister,hand
sit,judge
queen,regent
call,first
joffrey,safely
imp,threatened
called,king
silence,—
point,grand
spiriting,sansa
put,good
think,safe
put,joffrey
would,inspire
debt,paid
precise,nature
perhaps,speak
like,flies
robb,stark
ask,witness
would,faced
would,never
order,mad
could,murder
duty,hand
guilty,punished
would,last
carry,family
banner,future
names,even
guilty,verdict
time,depart
place,casterly
formal,plea
allow,join
call,next
accused,murdering
grand,maester
plans,wife
murmuring,—
arm,brought
fuck,like
last,night
«,lion
—,tywin
1,000
poison,whole
ff0000,sync
castamere,»
beyond,anything
show,world
05x00,day
muggoch,uk
game,thrones
croatia,last
got,spain
last,year
newman,one
planning,two
locations,different
know,quite
left,everybody
later,start
stress,level
want,please
base,dubrovnik
different,filming
vehicles,actually
within,old
trickiest,could
empty,handed
gon,na
give,us
one,two
scene,season
dany,gets
something,jorah
happens,walk
team,aware
talk,peter
bernie,game
producer,cares
dan,executive
obviously,know
keeps,show
give,notes
characters,go
list,every
see,starting
start,asking
hardhome,meeting
follow,nutter
leave,ahead
starting,come
alczar,palaces
water,gardens
new,world
finally,get
lot,studio
entire,garden
8,000
empty,us
always,gon
village,called
built,battlements
although,looking
set,mid
set,north
taking,shape
protected,fishing
far,north
action,takes
lake,exists
bones,whole
walk,set
boater,point
put,door
look,edge
people,makeup
dressing,5
set,7
morning,people
darken,couple
black,know
skin,pretty
trying,get
look,bit
getting,dirtied
tardes,buenas
1,000
50,60
four,different
advance,prep
moves,behind
headey,jonathan
like,jingle
big,tourist
one,c
heart,whole
20,minutes
feel,matter
feel,old
look,old
go,set
tell,day
standing,looking
long,must
something,entirely
massive,epic
shoot,two
240,days
mostly,concerned
feel,comfortable
quite,tricky
similar,stone
actors,going
happening,need
gents,thank
listen,clear
trip,see
david,dan
two,days
stuff,move
set,spain
date,moving
past,10
people,working
roll,cameras
shooting,always
got,big
construction,done
ec14bd,sync
two,boring
lords,ladies
make,sure
tearing,us
father,tore
somewhere,drawing
saw,robert
across,narrow
could,take
city,decline
heads,much
say,killed
need,firm
chosen,new
mallister,commanded
send,us
lives,within
plunged,dagger
many,things
body,wildling
roose,bolton
watch,sworn
fast,time
never,great
like,girl
lord,royce
brother,castle
might,shut
fight,lord
dead,rest
royce,going
us,already
might,honorable
driver,knights
lannister,get
come,capital
done,warrant
led,anyone
lannister,soul
consider,bit
keep,secret
force,cersei
woman,married
cersei,lannister
never,savior
talent,part
misery,throughout
another,climb
need,someone
high,lords
millions,powerful
patrolling,streets
yunkai,agreed
rule,happy
would,fight
show,people
must,say
going,reopen
less,made
12,sold
death,amusement
like,dothraki
men,women
enemies,across
full,gold
child,bones
halfway,across
throne,last
stannis,baratheon
convincing,90
clans,even
southern,king
white,walkers
called,king
ec14bd,sync
explosiveskull,www
whenever,braavos
step,fire
gave,raven
say,dark
mourned,death
paid,quite
since,time
somebody,history
lysa,shortly
explain,saw
friend,wandering
would,protect
one,gave
dorne,surrounded
death,oberyn
worried,speaking
set,marry
make,things
doran,give
need,pigeon
pigeon,pie
end,settling
sister,gets
pulls,hair
visit,could
ser,willys
help,something
give,much
would,go
skips,water
cersei,one
taverns,nice
long,ago
collar,back
would,send
thing,may
harpy,valuable
old,ser
tongues,cast
killed,every
gave,enemies
executed,without
consume,solid
inside,fucking
lordship,man
box,good
spend,entire
end,road
shit,side
great,promise
never,really
appropriate,woman
son,comes
willing,serve
good,man
wisdom,financial
honored,represent
served,king
qyburn,new
commander,lannister
king,would
better,deserves
pay,respects
small,council
capital,lead
king,time
elected,age
terrible,learning
stark,lot
came,tried
move,keep
allowed,go
acted,like
rayder,burned
ser,davos
kindness,people
free,folk
knows,king
bit,like
went,often
watch,elect
thorne,going
na,like
rise,jon
ever,remember
would,ask
never,bastard
serving,venison
commander,night
wall,came
wall,almost
mallister,joined
count,ser
ser,denys
lover,like
knows,quite
larder,battle
janos,hiding
fought,bravely
deal,mance
almost,certainly
avenge,lord
loved,wildling
rayder,many
tent,two
king,beyond
man,fought
pigeons,sword
anything,dead
head,great
guard,outside
explosiveskull,www
ec14bd,transcript
faced,god
see,drowned
hurt,sounded
every,day
cake,pomegranate
everything,know
still,sounds
beautiful,woman
high,touches
wait,go
trust,anyone
eldest,child
marriage,often
smiles,quite
liked,people
landing,smelled
surely,4
quite,taken
lion,half
court,long
queen,grandmother
let,lesser
north,always
cerwyn,paid
thousand,miles
house,entering
forge,lasting
girl,solidify
landing,father
child,ned
turn,horses
happened,family
dark,room
day,executed
name,ser
bone,still
heard,family
landing,squire
train,sword
said,good
wants,make
young,lords
